날짜,카테고리,제품,가격,수량,매출액,고객_세그먼트,마케팅_캠페인,마케팅_채널,고객_ID,성별,연령대
2023-11-23,식품,과일,21221.077885781306,7,148547.54520046915,충성 고객,SNS 프로모션,이메일,5924,여성,10대
2023-12-25,화장품,헤어케어,39671.25176119578,1,39671.25176119578,일반 고객,,이메일,3382,남성,50대 이상
2023-04-05,의류,하의,50829.78415663213,4,203319.13662652852,신규 고객,,제휴 마케팅,8496,남성,40대
2024-01-07,화장품,스킨케어,37099.46223172066,2,74198.92446344132,신규 고객,,온라인 광고,7436,남성,50대 이상
2024-03-30,식품,유제품,25183.75782685025,4,100735.031307401,VIP 고객,,이메일,1512,여성,10대
2024-05-15,전자제품,이어폰,221826.19442407534,6,1330957.166544452,신규 고객,신규 고객 할인,온라인 광고,4331,여성,20대
2023-09-07,전자제품,노트북,228127.6397700444,4,912510.5590801776,충성 고객,,제휴 마케팅,6694,여성,40대
2024-07-16,화장품,스킨케어,80051.25149182981,1,80051.25149182981,일반 고객,,이메일,8084,남성,40대
2024-02-19,식품,채소,26715.60498639841,2,53431.20997279682,신규 고객,제휴 마케팅,제휴 마케팅,8926,여성,30대
2023-11-28,식품,채소,15698.218432685404,8,125585.74746148323,신규 고객,SNS 프로모션,제휴 마케팅,7357,여성,40대
2024-03-20,생활용품,화장지,33013.15290891177,1,33013.15290891177,충성 고객,,이메일,2628,남성,20대
2023-02-17,의류,액세서리,124848.30118964115,4,499393.2047585646,VIP 고객,,오프라인 광고,4238,여성,50대 이상
2023-02-06,전자제품,노트북,212328.97859855834,5,1061644.8929927917,일반 고객,신규 고객 할인,소셜 미디어,5843,남성,10대
2023-09-03,화장품,바디케어,38536.39629967809,5,192681.98149839044,일반 고객,,소셜 미디어,8118,남성,10대
2023-03-02,생활용품,욕실용품,15792.969057951652,6,94757.81434770991,일반 고객,,온라인 광고,3945,남성,10대
2023-04-26,의류,하의,133043.94001615047,3,399131.8200484514,일반 고객,,온라인 광고,3122,남성,20대
2023-08-01,식품,유제품,28045.667955853576,3,84137.00386756074,충성 고객,회원 전용 이벤트,온라인 광고,1354,여성,50대 이상
2023-07-23,식품,유제품,26017.037023831726,3,78051.11107149518,일반 고객,,소셜 미디어,3691,여성,30대
2023-05-22,식품,음료,30594.363496154365,1,30594.363496154365,신규 고객,시즌 세일,제휴 마케팅,2753,여성,40대
2023-06-21,생활용품,청소용품,28855.519936535035,1,28855.519936535035,일반 고객,,소셜 미디어,9833,남성,10대
2024-06-16,전자제품,이어폰,813871.5401121838,3,2441614.620336551,신규 고객,,온라인 광고,3026,남성,50대 이상
2024-06-04,의류,신발,85134.60372685915,2,170269.2074537183,일반 고객,,오프라인 광고,9004,여성,40대
2024-01-22,식품,음료,18032.61175040447,1,18032.61175040447,신규 고객,,오프라인 광고,3948,남성,20대
2023-01-03,식품,채소,7127.966524824379,2,14255.933049648758,일반 고객,,온라인 광고,5494,남성,40대
2024-01-29,생활용품,주방용품,31702.723238038096,5,158513.61619019049,충성 고객,,소셜 미디어,7553,여성,20대
2023-07-30,의류,액세서리,149376.47002885156,1,149376.47002885156,신규 고객,,이메일,6604,여성,30대
2023-03-27,식품,유제품,5005.0712112049605,2,10010.142422409921,충성 고객,,제휴 마케팅,6442,여성,50대 이상
2023-11-02,생활용품,욕실용품,21560.135198671538,1,21560.135198671538,충성 고객,SNS 프로모션,오프라인 광고,7697,남성,50대 이상
2023-06-03,화장품,헤어케어,36421.369146164994,1,36421.369146164994,일반 고객,,제휴 마케팅,2370,남성,30대
2023-04-11,식품,유제품,8916.383138015522,3,26749.149414046566,충성 고객,,온라인 광고,9894,여성,30대
2023-08-10,식품,음료,26588.5796761374,9,239297.2170852366,일반 고객,회원 전용 이벤트,소셜 미디어,6491,남성,50대 이상
2023-01-24,전자제품,이어폰,284828.25642520265,1,284828.25642520265,충성 고객,,오프라인 광고,3271,남성,50대 이상
2023-10-26,의류,상의,90304.29338315688,7,632130.0536820982,충성 고객,,오프라인 광고,7641,여성,20대
2023-10-28,전자제품,이어폰,248200.5982894981,1,248200.5982894981,충성 고객,,오프라인 광고,8838,여성,40대
2024-05-27,생활용품,화장지,47640.59611291645,1,47640.59611291645,신규 고객,신규 고객 할인,이메일,8132,남성,50대 이상
2024-01-11,생활용품,화장지,11531.472821027144,1,11531.472821027144,일반 고객,,오프라인 광고,7970,남성,50대 이상
2023-07-08,식품,유제품,7565.354110122672,2,15130.708220245344,일반 고객,,온라인 광고,6167,여성,10대
2023-10-08,화장품,바디케어,44614.56657053827,1,44614.56657053827,신규 고객,,이메일,4806,남성,20대
2023-12-19,전자제품,가전제품,357125.1182452344,4,1428500.4729809377,일반 고객,,제휴 마케팅,2690,남성,40대
2023-07-31,생활용품,청소용품,20220.534475348584,2,40441.06895069717,충성 고객,,소셜 미디어,3149,남성,10대
2023-12-19,생활용품,욕실용품,19071.35092446177,1,19071.35092446177,일반 고객,,제휴 마케팅,7165,남성,50대 이상
2024-03-24,생활용품,주방용품,26742.290029854026,1,26742.290029854026,신규 고객,,오프라인 광고,4719,남성,40대
2023-12-12,의류,신발,46504.78222186663,5,232523.91110933316,충성 고객,,오프라인 광고,2851,여성,30대
2024-03-19,화장품,메이크업,57243.23406964106,4,228972.93627856424,충성 고객,,오프라인 광고,8081,여성,40대
2023-06-05,전자제품,이어폰,470772.5721645838,1,470772.5721645838,신규 고객,,온라인 광고,6666,여성,30대
2023-11-09,식품,음료,12838.445949390332,3,38515.337848170995,일반 고객,SNS 프로모션,소셜 미디어,3991,남성,10대
2023-11-26,화장품,스킨케어,15918.760391348682,3,47756.281174046046,신규 고객,SNS 프로모션,제휴 마케팅,2285,남성,50대 이상
2023-08-18,의류,액세서리,61014.73269983855,14,854206.2577977397,일반 고객,회원 전용 이벤트,소셜 미디어,7955,남성,20대
2024-04-11,화장품,향수,57959.01232221179,5,289795.06161105895,일반 고객,,소셜 미디어,4931,남성,10대
2023-08-28,식품,육류,14878.928108656015,4,59515.71243462406,VIP 고객,회원 전용 이벤트,오프라인 광고,7800,여성,20대
2024-06-05,식품,유제품,18390.605020973468,7,128734.23514681427,VIP 고객,,오프라인 광고,6655,남성,40대
2023-10-16,화장품,스킨케어,59976.285211025686,5,299881.42605512845,신규 고객,,제휴 마케팅,1496,남성,40대
2024-06-29,식품,유제품,12317.81526771109,2,24635.63053542218,일반 고객,,온라인 광고,8544,여성,30대
2023-10-03,화장품,스킨케어,45171.46998545978,2,90342.93997091956,일반 고객,,이메일,3741,남성,50대 이상
2024-04-27,전자제품,태블릿,171592.9212242772,2,343185.8424485544,일반 고객,,소셜 미디어,1993,남성,50대 이상
2024-07-18,식품,과일,18445.464507046378,5,92227.32253523188,충성 고객,,소셜 미디어,3210,남성,20대
2024-02-06,의류,신발,95797.9241724149,7,670585.4692069043,VIP 고객,제휴 마케팅,이메일,4081,여성,20대
2024-07-30,생활용품,세제,14278.777792485598,4,57115.11116994239,충성 고객,,온라인 광고,9139,남성,30대
2023-09-08,전자제품,이어폰,768792.7357891703,2,1537585.4715783405,신규 고객,,제휴 마케팅,7687,남성,50대 이상
2023-02-25,화장품,스킨케어,59137.4832807165,3,177412.4498421495,일반 고객,,온라인 광고,1881,남성,40대
2023-10-16,식품,육류,5597.987848769102,3,16793.963546307306,일반 고객,,온라인 광고,6305,여성,20대
2023-10-27,생활용품,화장지,47334.533326131284,2,94669.06665226257,일반 고객,,온라인 광고,1272,여성,50대 이상
2023-03-31,식품,육류,13462.134256239031,6,80772.80553743418,신규 고객,,오프라인 광고,9160,여성,20대
2023-07-23,식품,과일,9294.174663032692,1,9294.174663032692,충성 고객,,소셜 미디어,6341,여성,10대
2024-07-02,의류,하의,32040.3454850954,3,96121.0364552862,일반 고객,,오프라인 광고,4178,남성,20대
2024-01-26,식품,육류,18923.109535813703,1,18923.109535813703,일반 고객,,제휴 마케팅,6032,남성,10대
2024-03-03,의류,액세서리,61912.39094623767,5,309561.95473118837,VIP 고객,,온라인 광고,8720,남성,40대
2024-01-07,전자제품,스마트폰,878354.350270665,3,2635063.050811995,신규 고객,,제휴 마케팅,3207,남성,30대
2023-02-21,식품,채소,20504.151699930877,6,123024.91019958525,일반 고객,,오프라인 광고,2067,남성,30대
2023-06-19,의류,아우터,133247.8728365563,2,266495.7456731126,신규 고객,,제휴 마케팅,4161,남성,30대
2024-03-16,의류,액세서리,43566.95638542576,1,43566.95638542576,VIP 고객,,소셜 미디어,3331,여성,30대
2023-01-21,생활용품,욕실용품,31713.738175749146,1,31713.738175749146,신규 고객,,제휴 마케팅,4840,남성,20대
2023-09-03,식품,유제품,6273.319964405631,1,6273.319964405631,일반 고객,,소셜 미디어,9214,여성,30대
2023-03-23,의류,아우터,130613.42194243458,5,653067.1097121729,신규 고객,,오프라인 광고,2357,남성,20대
2023-05-14,의류,신발,58759.19673992212,4,235036.78695968847,일반 고객,시즌 세일,제휴 마케팅,3396,여성,50대 이상
2023-06-08,식품,과일,19490.202477739225,1,19490.202477739225,VIP 고객,,온라인 광고,1726,여성,10대
2024-03-31,생활용품,주방용품,38855.14772277452,1,38855.14772277452,일반 고객,,소셜 미디어,9088,남성,40대
2023-05-10,전자제품,이어폰,290957.9812860905,2,581915.962572181,신규 고객,시즌 세일,오프라인 광고,9465,남성,30대
2023-04-08,의류,하의,31188.5229544985,1,31188.5229544985,VIP 고객,,소셜 미디어,9301,여성,20대
2024-01-29,전자제품,가전제품,964316.0288184582,2,1928632.0576369164,충성 고객,,온라인 광고,5108,남성,40대
2023-05-18,식품,유제품,6725.711677954785,5,33628.55838977393,VIP 고객,시즌 세일,제휴 마케팅,1487,여성,20대
2023-06-18,화장품,향수,64813.008471674584,6,388878.0508300475,일반 고객,,오프라인 광고,4811,남성,50대 이상
2024-06-26,식품,과일,23484.812924000304,1,23484.812924000304,신규 고객,,제휴 마케팅,9500,남성,50대 이상
2023-11-02,생활용품,주방용품,27396.879278540157,1,27396.879278540157,일반 고객,SNS 프로모션,오프라인 광고,9421,남성,10대
2023-10-26,전자제품,가전제품,1031684.0286289862,6,6190104.171773917,신규 고객,,이메일,5059,여성,30대
2023-09-16,화장품,향수,60175.93103290815,5,300879.65516454075,신규 고객,,소셜 미디어,4055,여성,40대
2023-05-26,화장품,메이크업,58304.97832763946,3,174914.93498291838,신규 고객,시즌 세일,온라인 광고,2771,여성,40대
2024-05-09,식품,유제품,25704.34610734709,1,25704.34610734709,일반 고객,신규 고객 할인,오프라인 광고,6516,여성,30대
2023-08-18,의류,아우터,44479.689475137544,6,266878.1368508253,신규 고객,회원 전용 이벤트,온라인 광고,6848,여성,50대 이상
2023-12-05,생활용품,세제,41470.92817452304,1,41470.92817452304,일반 고객,,온라인 광고,4544,여성,20대
2024-01-02,식품,간식,19223.520052422344,1,19223.520052422344,일반 고객,,오프라인 광고,2160,여성,30대
2023-01-23,화장품,메이크업,28155.55599230015,2,56311.1119846003,충성 고객,,오프라인 광고,6257,여성,10대
2023-09-25,전자제품,태블릿,744358.6275321296,4,2977434.5101285186,일반 고객,,온라인 광고,7167,여성,40대
2024-05-14,생활용품,세제,22808.363987756296,2,45616.72797551259,신규 고객,신규 고객 할인,소셜 미디어,8473,남성,50대 이상
2024-07-26,의류,상의,72552.90066876385,4,290211.6026750554,일반 고객,,이메일,1983,여성,10대
2024-07-18,화장품,헤어케어,37846.53115172277,6,227079.1869103366,신규 고객,,온라인 광고,2379,남성,20대
2023-06-13,화장품,스킨케어,62139.80944686816,1,62139.80944686816,충성 고객,,오프라인 광고,4198,여성,20대
2024-03-26,전자제품,노트북,868433.7473456981,1,868433.7473456981,신규 고객,,온라인 광고,9874,남성,20대
2024-05-21,의류,상의,84556.46615491205,1,84556.46615491205,신규 고객,신규 고객 할인,온라인 광고,6000,남성,50대 이상
2023-11-14,전자제품,노트북,944934.4527935496,1,944934.4527935496,충성 고객,SNS 프로모션,소셜 미디어,9023,남성,40대
2024-04-09,생활용품,세제,30735.65513902895,4,122942.6205561158,일반 고객,,소셜 미디어,1540,여성,40대
2023-04-02,전자제품,태블릿,370705.28329018387,1,370705.28329018387,일반 고객,,이메일,5959,여성,20대
2024-05-03,식품,간식,15361.132794851968,1,15361.132794851968,VIP 고객,신규 고객 할인,이메일,8463,남성,40대
2023-05-20,식품,간식,28932.960164609307,8,231463.68131687446,신규 고객,시즌 세일,소셜 미디어,8647,남성,30대
2023-08-15,의류,상의,76998.5727247283,3,230995.7181741849,일반 고객,회원 전용 이벤트,이메일,5196,여성,20대
2024-02-19,식품,육류,32096.94654654304,3,96290.83963962912,충성 고객,제휴 마케팅,오프라인 광고,3923,남성,40대
2023-06-01,생활용품,주방용품,21915.981115489503,3,65747.94334646851,일반 고객,,제휴 마케팅,8889,여성,10대
2023-06-06,화장품,스킨케어,67010.08543251043,1,67010.08543251043,일반 고객,,온라인 광고,9661,여성,30대
2024-01-04,전자제품,가전제품,566045.8239735583,3,1698137.4719206747,일반 고객,,제휴 마케팅,4993,남성,20대
2024-01-16,식품,간식,21551.306304688085,2,43102.61260937617,일반 고객,,제휴 마케팅,6356,남성,10대
2024-05-13,의류,상의,130297.68534369045,8,1042381.4827495236,일반 고객,신규 고객 할인,오프라인 광고,2028,남성,50대 이상
2023-02-17,화장품,메이크업,17591.699056837584,2,35183.39811367517,신규 고객,,이메일,9499,남성,30대
2024-01-06,생활용품,화장지,9857.944940144054,4,39431.77976057622,일반 고객,,온라인 광고,8420,남성,50대 이상
2024-07-14,생활용품,욕실용품,38913.72784746965,6,233482.3670848179,일반 고객,,제휴 마케팅,3615,여성,10대
2023-06-09,생활용품,욕실용품,46401.15734713723,3,139203.4720414117,신규 고객,,소셜 미디어,5335,여성,30대
2024-02-28,생활용품,청소용품,17482.38618775942,8,139859.08950207537,VIP 고객,제휴 마케팅,소셜 미디어,9698,남성,40대
2024-02-02,의류,하의,97098.83075743825,9,873889.4768169442,충성 고객,제휴 마케팅,오프라인 광고,7178,남성,50대 이상
2023-11-11,의류,액세서리,75586.95266385026,5,377934.7633192513,충성 고객,SNS 프로모션,제휴 마케팅,2896,남성,50대 이상
2024-05-26,의류,아우터,30141.286414549486,7,210989.0049018464,일반 고객,신규 고객 할인,이메일,7283,여성,30대
2023-07-28,생활용품,주방용품,23985.898426551503,5,119929.49213275751,일반 고객,,이메일,2816,여성,50대 이상
2024-04-15,전자제품,스마트폰,778007.9979347411,2,1556015.9958694822,일반 고객,,온라인 광고,8348,남성,10대
2023-08-12,화장품,바디케어,45004.71049334354,5,225023.5524667177,일반 고객,회원 전용 이벤트,오프라인 광고,6097,여성,20대
2024-06-19,화장품,메이크업,61672.17911788495,5,308360.89558942476,충성 고객,,제휴 마케팅,2698,여성,50대 이상
2023-11-26,식품,간식,21769.703536237444,6,130618.22121742467,신규 고객,SNS 프로모션,오프라인 광고,6476,여성,40대
2024-02-08,화장품,바디케어,29172.881819903934,2,58345.76363980787,신규 고객,제휴 마케팅,이메일,7857,여성,10대
2023-07-01,식품,육류,9787.17127076955,4,39148.6850830782,일반 고객,,이메일,1419,여성,50대 이상
